FRANCE GENERAL,#genre#
STV CENTRAL WEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69477
STV NORTH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69479
BORDER SCOTLAND TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69480

UK News,#genre#
BBC NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17400
BBC WORLD NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17347
BLOOMBERG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17698
CNBC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17693
CNN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17390
EURO NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17694
FOX NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17356
FRANCE 24,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17361
SKY NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/41680
AL JAZEERA EN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17695

UK ENTERTAINMENT,#genre#
COMEDY CENTRAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17377
COMEDY CENTRAL EXTRA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17375
PARAMOUNT NETWORK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70075
SHOWCASE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70088
SYFY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17362
SKY NATURE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/193920
TLC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17364
RTE ONE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17703
RTE TWO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17702
RTE NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17392
RTE JUNIOR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17333
VIRGIN MEDIA ONE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70090
VIRGIN MEDIA THREE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70092
TG4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70093
S4C,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70094
GOLD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69486
EDEN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17372
E! ENTERTAINMENT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69487
MORE 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17371
QUEST,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69488
SKY ONE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17352
SKY TWO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69493
STV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17370
SONY MOVIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69511
SONY CRIME 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69513
SONY CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17367
SONY CHRISTMAS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17366
SKY MAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280024
SKY ATLANTIC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17338
SKY ARTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69491
SKY WITNESS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69492
DMAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69503
UTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69489
UNIVERSAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17357
4 SEVEN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69494
5 SELECT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69495
5STAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17386
5 USA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69497
AND FLIX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69498
BLAZE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17383
CBS ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17382
CBS DRAMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17380
CBS REALITY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17379
STARZ TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69500
CHALLENGE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69501
DRAMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69504
PBS AMERICA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69506
PICK TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69507
QUEST RED,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69508
REALLY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69510
UNIVERSAL CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69514
UTV ULSTER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69516
WATCH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69490
YESTERDAY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69518

UK Movies,#genre#
SKY CINEMA ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17340
SKY CINEMA COMEDY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17350
SKY CINEMA FAMILY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69519
SKY CINEMA GREATS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17346
SKY CINEMA PREMIER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17344
SKY CINEMA SKY FI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69520
SKY CINEMA HEROS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/69521
SKY CINEMA THRILLER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17341
SKY CINEMA DRAMA & ROMANCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17348
SKY CINEMA HITS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17345
TCM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17363
AMC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17358
FILM 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17354
HORROR CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17355

UK Documentory,#genre#
DISCOVERY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17314
DISCOVERY HISTORY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70077
DISCOVERY SCIENCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70079
DISCOVERY TURBO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70082
NAT GEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17309
NAT GEO WILD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17310
ANIMAL PLANET,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17315
CRIME&INVESTIGATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70073
HISTORY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17691
HISTORY 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17311
HORSE AND COUNTRY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70085
SMITHSONIAN CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/70076
SKY DOCUMENTARIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/277146
INVESTIGATION DISCOVERY (ID),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17312

UK Sports,#genre#
BT SPORTS ESPN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163788
BT SPORTS 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17281
BT SPORTS 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17280
BT SPORTS 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17279
BT SPORTS 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311556
BT SPORTS 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311555
BT SPORTS 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311558
BT SPORTS 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311557
BT SPORTS 6,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311559
BT SPORTS 7,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311560
BT SPORTS 8,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311561
BT SPORTS 9,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311562
BT SPORTS 10,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311563
BT SPORTS MOSAIC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/316242
BT SPORTS EXTRA 1 (Live),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163802
BT SPORTS EXTRA 2 (Live),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163803
BT SPORTS EXTRA 3 (Live),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163804
BT SPORTS EXTRA 4(Live),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163805
BT SPORTS EXTRA 5 (Live),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163806
BT SPORTS EXTRA 6 (Live),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163807
BT Sport Box Office PPV (Live During Events Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/180048
SKY SPORTS MAIN EVENT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17286
SKY SPORTS PREMIER LEAGUE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17285
SKY SPORTS ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/230363
SKY SPORTS MIX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17284
SKY SPORTS GOLF,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17287
SKY SPORTS FOOTBALL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17288
SKY SPORTS NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17283
SKY SPORTS F1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17289
SKY SPORTS RACING,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/304708
SKY SPORTS CRICKET,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17290
SKY SPORTS ARENA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17291
PREMIER SPORT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17271
PREMIER SPORTS 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/266684
BOXNATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17272
FREE SPORTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/316240
FREE SPORTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/316241
RACING UK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17270
EUROSPORTS 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17274
EUROSPORTS 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17273
LFC TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/150244
CHELSEA TV LIVE EVENT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17277
MUTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/17278

UK PPV,#genre#
VIAPLAY 1 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280655
VIAPLAY 2 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280656
VIAPLAY 3 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280657
VIAPLAY 4 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280658
VIAPLAY 5 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280659
VIAPLAY 6 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280660
VIAPLAY 7 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280661
VIAPLAY 8 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280662
VIAPLAY 9 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280663
VIAPLAY 10 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280664
VIAPLAY 11 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280665
VIAPLAY 12 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280666
VIAPLAY 13 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280667
VIAPLAY 14 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280668
VIAPLAY 15 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280669
VIAPLAY 16 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280670
VIAPLAY 17 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280671
VIAPLAY 18 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280672
VIAPLAY 19 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280673
VIAPLAY 20 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280674
VIAPLAY 21 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280675
VIAPLAY 22 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280676
VIAPLAY 23 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280677
VIAPLAY 24 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280678
VIAPLAY 25 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280679
VIAPLAY 26 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280680
VIAPLAY 27 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280681
VIAPLAY 28 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280682
VIAPLAY 29 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280683
VIAPLAY 30 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280684
VIAPLAY 31 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280685
VIAPLAY 32 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280686
VIAPLAY 33 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280687
VIAPLAY 35 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280689
VIAPLAY 34 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280688
VIAPLAY 36 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280690
VIAPLAY 37 PPV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280691


GERMANY SPORTS,#genre#
EUROSPORT 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33451
EUROSPORT 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60173
EUROSPORT 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33450
EUROSPORT 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60172
SKY SPORT NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33453
SKY SPORT PREMIER LEAGUE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310968
SKY SPORT TOP EVENT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310970
SKY SPORT MIX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310971
SKY SPORT GOLF,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310972
SKY SPORT TENNIS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310967
SKY SPORT NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60184
SKY SPORT 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33443
SKY SPORT 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33445
SKY SPORT 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60198
SKY SPORT 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33442
SKY SPORT 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33444
SKY SPORT 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60197
SKY SPORT 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155919
SKY SPORT 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155920
SKY SPORT 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155921
SKY SPORT 6,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155922
SKY SPORT 7,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155923
SKY SPORT 8,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155924
SKY SPORT 9,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155925
SKY SPORT 10,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155926
SKY SPORT 11,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155927
SKY SPORT F1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/219214
MOTORVISION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33448
MOTORVISION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60167
SPORT1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33452
SPORT1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60181
SPORT DIGITAL FUSSBALL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/278409


GERMANY SKY BUNDESLIGA,#genre#
SKY BUNDESLIGA 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33441
SKY BUNDESLIGA 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60194
SKY BUNDESLIGA 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33440
SKY BUNDESLIGA 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60193
SKY BUNDESLIGA 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33439
SKY BUNDESLIGA 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60192
SKY BUNDESLIGA 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33438
SKY BUNDESLIGA 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60191
SKY BUNDESLIGA 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33437
SKY BUNDESLIGA 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60190
SKY BUNDESLIGA 6,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33436
SKY BUNDESLIGA 6,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60189
SKY BUNDESLIGA 7,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33435
SKY BUNDESLIGA 7,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60188
SKY BUNDESLIGA 8,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33434
SKY BUNDESLIGA 8,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60187
SKY BUNDESLIGA 9,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33433
SKY BUNDESLIGA 9,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60186
SKY BUNDESLIGA 10,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/33432
SKY BUNDESLIGA 10,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60185

GERMANY TELEKOM,#genre#
FC BAYERN TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/180750
BBL SPORT 1  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303643
BBL SPORT 2  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303644
BBL SPORT 3  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303645
BBL SPORT 4  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303646
BUNDESLIGA 3 - 1  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303635
BUNDESLIGA 3 - 2  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303636
BUNDESLIGA 3 - 3  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303637
BUNDESLIGA 3 - 4  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303638
BUNDESLIGA 3 - 5  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303639
BUNDESLIGA 3 - 6  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303640
BUNDESLIGA 3 - 7  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303641
BUNDESLIGA 3 - 8  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303642
SKY SPORT KOMPAKT 1  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303647
SKY SPORT KOMPAKT 2  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303648
SKY SPORT KOMPAKT 3  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303649
SKY SPORT KOMPAKT 4  NUR SPIEL TAG,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/303650

GERMANY DAZN,#genre#
DAZN 1 BAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/45656
DAZN 1 BAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60243
DAZN 2 BAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/45657
DAZN 2 BAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60242
DAZN LFC TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279239
DAZN NBA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279237
DAZN MLB,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279238
DAZN 1 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279207
DAZN 2 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279208
DAZN 3 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279209
DAZN 4 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279210
DAZN 5 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279211
DAZN 6 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279212
DAZN 7 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279213
DAZN 8 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279214
DAZN 9 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279215
DAZN 10 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279216
DAZN 11 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279217
DAZN 12 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279218
DAZN 13 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279219
DAZN 14 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279220
DAZN 15 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279221
DAZN 16 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279222
DAZN 17 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279223
DAZN 18 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279224
DAZN 20 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279226
DAZN 21 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279227
DAZN 22 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279228
DAZN 23 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279229
DAZN 24 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279230
DAZN 25 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279231
DAZN 26 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279232
DAZN 27 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279233
DAZN 28 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279234
DAZN 29 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279235
DAZN 30 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279236

GERMANY AMAZON PRIME,#genre#
AMAZON PRIME 1 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300392
AMAZON PRIME 2 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300393
AMAZON PRIME 3 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300394
AMAZON PRIME 4 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300395
AMAZON PRIME 5 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300396
AMAZON PRIME 6 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300397
AMAZON PRIME 7 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300398
AMAZON PRIME 8 (LIVE-EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/300399


USA ENTERTAINMENT,#genre#
QVC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71291
QVC 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201257
QVC 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201258
QVC HOLIDAY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201066
BET HER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71304
BET (West),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71331
BET (East),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/280968
BET SOUL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71394
BET JAMS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71389
HSN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71443
HSN 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201256
SHOP HQ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/201067
ABC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71293
FOX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71295
NBC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71294
CW,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71296
CBS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71292
MY 9,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71444
ION TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/163361
COZI TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/71375
COURT TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/279321
