FRANCE GENERAL,#genre#
BFM MARSEILLE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310620
BFM ALPES SUD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310621
BFM HAUTE PROVINCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310622
FRANCE 24,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60096
FRANCE INFO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56863
LA CHAINE METEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56862
EURONEWS FRENCH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56864
C NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56869
I24 NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56865
LCI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56868
LCP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56867
CANAL NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60097
RT France,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/169319
BFM TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56964
BFM BUSINESS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56941
BFM PARIS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56930
FRANCE 24,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60078
FRANCE INFO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56854
LA CHAINE METEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56853
EURONEWS FRENCH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56855
C NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56860
I24 NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56856
LCI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56859
LCP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56858
CANAL NEWS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60079
BFM TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56921
BFM PARIS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56887
BFM BUSINESS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56898
BFM GRAND LILLE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/287000
BFM GRAND LITTORAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/287001

FRANCE CINEMA,#genre#
PRIME VIDEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/311431
CANAL+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56993
CANAL+ CINEMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56840
CANAL+ SERIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56837
CANAL+ GRAND ECRAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288408
CANAL+ DOCS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/285950
CANAL+ KIDS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56838
CINE CLASSIC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56851
CINE CLUB,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56850
CINE  EMOTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56836
CINE  FAMIZ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56849
CINE  FRISSON,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56832
CINE  PREMIER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56835
CANALPLAY 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62529
CANALPLAY 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62528
CANALPLAY 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62527
CANALPLAY 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62526
A LA CARTE 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62514
A LA CARTE 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62512
A LA CARTE 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62511
A LA CARTE 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62510
OCS CITY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56829
OCS GEANTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56847
OCS MAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56828
OCS CHOC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56974
ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56842
ALTICE STUDIO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56841
COMEDY CENTRAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56834
SYFY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56830
TCM CINEMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56844
WARNER TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56843
TMC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56848
POLAR+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56845
PARAMOUNT CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56846
PARAMOUNT DECALE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56831
SERIE CLUB,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56833
CANAL+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56950
CANAL+ CINEMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56815
CANAL+ SERIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56812
CANAL+ GRAND ECRAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288409
CANAL+ DOCS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/285951
CANAL+ KIDS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56813
CINE  PREMIER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56810
CINE  CLASSIC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56826
CINE  FRISSON,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56807
CINE  CLUB,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56825
CINE  EMOTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56811
CINE  FAMIZ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56824
OCS CITY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56804
OCS GEANTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56822
OCS MAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56803
OCS CHOC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56931
ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56817
ALTICE STUDIO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56816
COMEDY CENTRAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56809
SYFY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56805
TCM CINEMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56819
WARNER TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56818
TMC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56823
POLAR +,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56820
PARAMOUNT CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56821
PARAMOUNT DECALE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56806
SERIE CLUB,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56808
CANAL+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56907
CANAL+ CINEMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56790
CANAL+ SERIES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56787
CANAL+ GRAND ECRAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288410
CANAL+ KIDS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56788
CINE  FRISSON,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56782
CINE  PREMIER,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56785
CINE  CLASSIC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56801
CINE  EMOTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56786
CINE  CLUB,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56800
CINE  FAMIZ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56799
OCS CITY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56779
OCS GEANTS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56797
OCS MAX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56778
OCS CHOC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56888
ACTION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56792
ALTICE STUDIO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56791
COMEDY CENTRAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56784
SYFY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56780
TCM CINEMA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56794
WARNER TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56793
TMC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56798
POLAR+,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56795
PARAMOUNT CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56796
PARAMOUNT DECALE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56781
SERIE CLUB,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56783

FRANCE ENTERTAINMENT,#genre#
M6 MUSIC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62685
TRACE URBAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56968
MCM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57071
MCM TOP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57070
MELODY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57075
NRJ HITS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57073
RFM TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62655
MTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57074
NRJ 12,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60131
C STAR HIT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57069
C STAR HITS FRANCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57077
M6 INTERNATIONAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/250135
One TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/169006
TRACE GOSPEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/169318
VIA MATELE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310701
ZOUK TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310697
CLUBBING TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310700
ANGERS TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310699
TELE GRENOBLE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310698
USHUAIA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56967
ANIMAUX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57096
TV8 MONT-BLANC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/263578
DISCOVERY ID,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62682
DISCOVERY ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57086
DISCOVERY INVESTIGATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57089
DISCOVERY SCIENCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57085
CRIME DISTRICT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62679
HISTOIRE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62676
NAT GEO WILD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57088
NATIONAL GEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57079
CHASSE&PECHE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57091
PLANETE  A&E,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57083
PLANETE  CI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57092
PLANETE ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57095
IMEARTH,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310702
TEBEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310703
RMC DECOUVERTE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57093
RMC STORY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57087
E! ENTERTAINMENT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57097
SCIENCE&VIE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57082
SEASONS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57081
MUSEUM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57084
TOUTE L,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57080
EMCI TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/287010
BIP TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/287011
TVR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/287007
MOSELLE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/287008
MDL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/287002
TV TOURS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310678
TNTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310682
TVPI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310681
BIP TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310687
ASTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310679
TLC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310684
MANDARIN TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310680
TEBE SUD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310689
TVR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310685
LUCKY JACK,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310688
MAURIENNE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310683
LUXE TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/310691
MCM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57041
MCM TOP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57040
MELODY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57045
NRJ HITS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57043
RFM TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62654
MTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57044
NRJ 12,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60111
TRACE URBAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56925
C STAR HIT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57039
C STAR HITS FRENANCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57047
HISTOIRE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62675
USHUAIA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56924
ANIMAUX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57066
M6 INTERNATIONAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/250136
CHASSE&PECHE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57061
DISCOVERY ID,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62681
DISCOVERY CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57056
DISCOVERY INVESTIGATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57059
DISCOVERY SCIENCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57055
CRIME DISTRICT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62678
E! ENTERTAINMENT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57067
NAT GEO WILD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57058
NATIONAL GEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57049
MUSEUM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57054
PLANETE  A&E,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57053
PLANETE  CI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57062
PLANETE ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57065
RMC DECOUVERTE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57063
RMC STORY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57057
SCIENCE&VIE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57052
SEASONS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57051
TOUTE L'HISTOIRE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57050
MCM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57011
MCM TOP,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57010
MELODY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57015
NRJ HITS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57013
RFM TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62653
MTV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57014
TRACE URBAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56882
TRACE LATINA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/195582
TRACE CARIBBEAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/195583
NRJ 12,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/60093
C STAR HIT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57009
C STAR HITS FRENANCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57017
USHUAIA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/56881
ANIMAUX,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57036
CHASSE&PECHE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57031
DISCOVERY ID,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62680
DISCOVERY CHANNEL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57026
DISCOVERY INVESTIGATION,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57029
DISCOVERY SCIENCE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57025
CRIME DISTRICT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62677
HISTOIRE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/62674
TV8 MONT-BLANC,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/263577
E! ENTERTAINMENT,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57037
M6 INTERNATIONAL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/250137
MUSEUM,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57024
NAT GEO WILD,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57028
NATIONAL GEO,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57019
PLANETE  A&E,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57023
PLANETE  CI,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57032
PLANETE ,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57035
RMC DECOUVERTE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57033
RMC STORY,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57027
SCIENCE&VIE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57022
SEASONS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57021
TOUTE L'HISTOIRE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/57020
CANAL+ DOCS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/285952


SPAIN SPORTS,#genre#
M.LALIGA,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76718
TELE DEPORTE,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/21291
DAZN 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/141393
DAZN 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/141394
DAZN 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/216709
DAZN 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/216710
DAZN LA LIGA 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/309042
DAZN LA LIGA 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/309043
DAZN F1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/216711
M L CAMPEONES,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76706
M L CAMPEONES 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/82582
M L CAMPEONES 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155817
M L CAMPEONES 3,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/155818
M.DEPORTES1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76711
TOROS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76703
M. GOLF,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76708
LALIGA TV BAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288868
LALIGA SMARTBANK TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/309441
#VAMOS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/151588
#VAMOS BAR,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/309439
#VAMOS BAR 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/309440
R. MADRID TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76705
BARCA TV,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76568
TV3 CATALAN,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/309442
GOL,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76690
EUROSPORT 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76689
EUROSPORT 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76688
EUROSPORT 2,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/76687
EUROSPORT 4,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/253421
EUROSPORT 5,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/253423
DAZN 1 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/151542
DAZN 2 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/151543
DAZN 3 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/151544
DAZN 4 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/151545
DAZN 5 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/151546
DAZN 6 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/226191
DAZN 7 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/226192
DAZN 8 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/226193
DAZN 9 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/226194
DAZN 10 + FOOTTERS,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/226195
M. LIGA DE CAMPEONES 1 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178346
M. LIGA DE CAMPEONES 2 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178347
M. LIGA DE CAMPEONES 3 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178348
M. LIGA DE CAMPEONES 4 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178349
M. LIGA DE CAMPEONES 5 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178350
M. LIGA DE CAMPEONES 6 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178351
M. LIGA DE CAMPEONES 7 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178352
M. LIGA DE CAMPEONES 8 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/178353
M. LIGA DE CAMPEONES 9 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288864
M. LIGA DE CAMPEONES 10 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288865
M. LIGA DE CAMPEONES 11 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288866
M. LIGA DE CAMPEONES 12 (Match Live Only),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/288867
M. LALIGA 1 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156295
M. LALIGA 2 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156297
M. LALIGA 3 (LIVE EVENT),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156298
M. LALIGA 4 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156299
M. LALIGA 5 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156300
M. LALIGA 6 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156301
M. LALIGA 7 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156302
M. LALIGA 8 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156303
M. DEPORTES 1 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156304
M. DEPORTES 2 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156305
M. DEPORTES 3 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156306
M. DEPORTES 4 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156307
M. DEPORTES 5 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156308
M. DEPORTES 6 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156309
M. DEPORTES 7 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156310
MULTIDEPORTE (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156319
MULTIDEPORTE 1 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156320
MULTIDEPORTE 2 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156321
MULTIDEPORTE 3 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156322
MULTIDEPORTE 4 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156323
MULTIDEPORTE 5 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156324
MULTIDEPORTE 6 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156325
MULTIDEPORTE 7 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156326
MULTIDEPORTE 8 (EVENT ONLY),http://sinotv-la.com:80/94DF8078606F/92752FCD2533/156327


ITALY SPORTS,#genre#
SKY PRIMAFILA 1,http://sinotv-la.com:80/94DF8078606F/92752FCD2533/184493
